claim_id,claim_type,description,claim_amount,policy_age_months,prior_claims_count,prior_payout_total,days_since_policy_start_to_incident,claim_filed_delay_days,documentation_completeness,num_documents_submitted,claim_to_policy_value_ratio,has_witness,channel,claimant_age,is_fraud
CLM5601,travel,Luggage lost by the airline during an international transfer.,749.46,101,1,1689.84,86,29,0.81,3,0.486,0,agent,44,0
CLM5602,auto,Side mirror and door dented in a parking lot accident.,3351.36,99,0,0.0,638,57,0.81,5,0.526,0,online,49,1
CLM5603,property,"Tree fell on the garage during high winds, structural damage reported.",3446.87,112,0,0.0,770,9,1.0,2,0.295,1,online,23,0
CLM5604,auto,Windshield cracked by a falling branch during a storm.,4953.01,104,0,419.8,85,16,0.92,3,0.657,1,agent,41,0
CLM5605,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",947.87,111,1,2168.91,224,14,0.82,3,0.549,1,agent,28,0
CLM5606,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2430.61,87,0,0.0,628,52,0.84,4,0.417,1,agent,59,0
CLM5607,property,"Roof damaged during a storm, water leaking into the attic.",9770.93,118,0,279.74,695,10,0.82,3,0.666,1,call_center,57,0
CLM5608,travel,Luggage lost by the airline during an international transfer.,1079.17,30,1,1868.75,455,46,0.84,5,0.207,1,agent,41,0
CLM5609,travel,Personal belongings stolen from hotel room during vacation.,723.45,35,0,905.42,893,49,0.97,4,0.312,0,online,31,0
CLM5610,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1548.76,83,0,143.59,696,14,0.54,2,0.315,1,online,72,0
CLM5611,property,"Roof damaged during a storm, water leaking into the attic.",8150.69,54,0,0.0,340,49,0.65,3,0.543,0,online,72,1
CLM5612,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1530.4,32,0,160.64,47,12,0.97,6,0.603,1,online,20,0
CLM5613,property,Kitchen fire caused smoke damage to walls and ceiling.,3601.56,105,0,149.99,79,45,0.42,3,0.39,1,call_center,64,1
CLM5614,health,Diagnostic tests and consultation fees for ongoing treatment.,3323.06,81,0,0.0,330,42,0.98,6,0.371,0,agent,63,0
CLM5615,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",107.68,62,0,373.07,160,42,0.96,6,0.392,1,call_center,27,1
CLM5616,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2030.8,4,0,705.91,300,40,1.0,4,0.263,0,call_center,30,0
CLM5617,property,Kitchen fire caused smoke damage to walls and ceiling.,7992.42,31,1,1254.66,680,25,0.89,4,0.213,0,call_center,55,0
CLM5618,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1925.24,57,0,0.0,912,25,0.73,6,0.452,0,call_center,32,0
CLM5619,property,Kitchen fire caused smoke damage to walls and ceiling.,613.72,77,0,0.0,526,25,1.0,6,0.402,1,call_center,64,0
CLM5620,property,"Tree fell on the garage during high winds, structural damage reported.",3490.65,82,3,5172.45,737,57,0.97,6,0.103,0,call_center,27,1
CLM5621,auto,Vehicle stolen from the parking lot overnight.,4223.47,103,1,1251.99,193,4,0.64,1,0.682,0,online,59,0
CLM5622,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3954.57,8,0,0.0,950,38,0.93,3,0.555,1,online,50,0
CLM5623,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3639.33,58,1,936.88,932,8,0.83,4,0.103,0,call_center,50,0
CLM5624,health,Diagnostic tests and consultation fees for ongoing treatment.,2804.45,59,1,1518.73,243,25,0.95,4,0.17,1,call_center,37,0
CLM5625,health,"Physiotherapy sessions following a fracture, claiming session costs.",184.63,108,0,270.1,776,42,0.9,4,0.045,0,online,42,1
CLM5626,property,"Roof damaged during a storm, water leaking into the attic.",11170.61,40,0,0.0,441,38,1.0,8,0.064,0,call_center,18,1
CLM5627,auto,"Collision on the highway, front end damage and airbag deployed.",3862.98,16,0,168.76,162,20,0.89,5,0.725,0,call_center,29,0
CLM5628,auto,Side mirror and door dented in a parking lot accident.,3164.09,116,2,3300.68,40,22,0.77,4,0.235,0,online,73,0
CLM5629,property,Pipe burst in the basement causing water damage to furniture.,2498.04,56,1,1388.87,721,4,1.0,7,0.472,1,online,20,0
CLM5630,health,"Physiotherapy sessions following a fracture, claiming session costs.",1807.26,2,0,530.16,296,16,0.89,4,0.766,0,online,58,1
CLM5631,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",50.0,2,0,0.0,947,16,0.94,4,0.01,1,agent,38,1
CLM5632,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",8728.52,63,0,0.0,75,52,0.85,5,0.307,1,agent,29,0
CLM5633,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",183.9,63,0,413.66,269,48,0.69,4,0.302,1,agent,44,0
CLM5634,travel,Personal belongings stolen from hotel room during vacation.,1341.03,27,4,6608.82,183,44,0.6,3,0.062,1,online,47,1
CLM5635,health,"Physiotherapy sessions following a fracture, claiming session costs.",784.22,69,0,58.73,776,41,0.71,5,0.59,1,online,31,0
CLM5636,health,Diagnostic tests and consultation fees for ongoing treatment.,3345.13,117,1,2372.96,475,37,0.78,3,0.232,1,call_center,42,1
CLM5637,property,Kitchen fire caused smoke damage to walls and ceiling.,821.37,101,2,2692.13,967,49,0.57,4,0.489,1,call_center,36,0
CLM5638,travel,Personal belongings stolen from hotel room during vacation.,356.45,41,1,1153.71,481,1,0.97,2,0.465,0,online,40,1
CLM5639,health,"Physiotherapy sessions following a fracture, claiming session costs.",50.0,64,0,0.0,88,33,0.86,6,0.243,1,call_center,74,0
CLM5640,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1712.78,108,1,1892.2,834,14,0.9,5,0.273,0,online,28,0
CLM5641,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",152.27,119,1,1805.99,493,16,0.92,3,0.178,0,call_center,26,0
CLM5642,travel,Luggage lost by the airline during an international transfer.,680.89,19,1,904.66,184,23,0.69,5,0.28,0,call_center,31,0
CLM5643,property,Break-in resulted in stolen electronics and damaged front door.,4778.1,69,1,2199.8,293,24,0.77,4,0.693,1,call_center,68,0
CLM5644,property,"Roof damaged during a storm, water leaking into the attic.",2223.65,84,2,2900.94,50,47,1.0,7,0.55,1,call_center,26,0
CLM5645,property,Pipe burst in the basement causing water damage to furniture.,50.0,69,0,0.0,373,6,0.74,4,0.223,0,call_center,48,0
CLM5646,property,"Tree fell on the garage during high winds, structural damage reported.",10472.67,24,0,556.95,709,58,0.97,8,0.509,0,agent,40,1
CLM5647,property,Break-in resulted in stolen electronics and damaged front door.,50.0,55,0,0.0,2,58,0.72,5,0.574,1,call_center,28,0
CLM5648,auto,Vehicle stolen from the parking lot overnight.,3334.82,57,0,114.5,719,27,0.75,5,0.348,1,online,54,0
CLM5649,auto,Side mirror and door dented in a parking lot accident.,3123.49,97,1,2630.64,805,2,0.73,5,0.467,1,agent,66,0
CLM5650,travel,Luggage lost by the airline during an international transfer.,1424.2,19,1,1904.23,422,8,0.89,6,0.381,1,agent,63,0
CLM5651,health,Diagnostic tests and consultation fees for ongoing treatment.,1922.55,10,0,8.08,467,26,0.9,4,0.06,1,online,71,0
CLM5652,property,Break-in resulted in stolen electronics and damaged front door.,6337.55,105,1,2554.49,294,47,0.82,5,0.01,0,online,32,0
CLM5653,property,"Tree fell on the garage during high winds, structural damage reported.",9561.46,102,0,85.42,629,32,0.9,6,0.205,1,call_center,61,0
CLM5654,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",50.0,113,3,5862.98,316,27,0.82,6,0.321,0,online,39,1
CLM5655,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2386.59,10,0,721.29,348,51,0.84,4,0.187,1,online,49,0
CLM5656,property,"Tree fell on the garage during high winds, structural damage reported.",4630.37,25,1,1112.67,569,45,1.0,5,0.292,0,agent,72,0
CLM5657,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",678.26,111,0,0.0,147,16,1.0,6,0.454,0,online,49,0
CLM5658,health,"Underwent emergency surgery after an accident, submitting hospital bills.",283.31,2,4,7187.52,672,41,0.59,3,0.354,1,call_center,57,1
CLM5659,property,Pipe burst in the basement causing water damage to furniture.,9975.85,62,0,631.48,29,28,0.94,5,0.612,0,online,60,0
CLM5660,travel,Luggage lost by the airline during an international transfer.,1029.69,116,2,4687.13,646,31,0.83,4,0.426,0,online,60,1
CLM5661,health,"Physiotherapy sessions following a fracture, claiming session costs.",2787.13,24,2,2787.55,122,53,0.42,3,0.317,1,agent,26,1
CLM5662,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",891.96,107,0,0.0,500,12,0.85,6,0.259,1,call_center,48,0
CLM5663,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",493.76,56,2,3838.03,385,47,0.74,4,0.338,1,call_center,23,0
CLM5664,health,Diagnostic tests and consultation fees for ongoing treatment.,2311.96,90,1,1753.23,550,2,0.83,7,0.468,0,agent,20,0
CLM5665,property,Pipe burst in the basement causing water damage to furniture.,7357.25,62,0,0.0,47,59,0.93,5,0.213,1,agent,42,0
CLM5666,property,"Roof damaged during a storm, water leaking into the attic.",10495.89,27,1,1420.96,879,20,0.82,5,0.382,1,agent,41,0
CLM5667,property,"Roof damaged during a storm, water leaking into the attic.",50.0,102,1,1562.86,724,24,0.78,4,0.548,0,agent,55,0
CLM5668,travel,Personal belongings stolen from hotel room during vacation.,347.62,62,0,573.26,394,43,0.78,6,0.362,1,call_center,26,0
CLM5669,travel,Personal belongings stolen from hotel room during vacation.,1301.4,115,1,1373.42,379,43,0.83,1,0.3,1,online,53,1
CLM5670,auto,Windshield cracked by a falling branch during a storm.,2978.46,41,0,0.0,270,45,0.68,3,0.391,1,agent,71,0
CLM5671,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3822.36,62,0,0.0,171,10,0.63,6,0.907,0,agent,19,0
CLM5672,auto,"Collision on the highway, front end damage and airbag deployed.",6572.03,72,2,3377.95,272,19,0.53,2,0.743,0,call_center,49,0
CLM5673,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",182.56,42,1,2071.92,100,57,0.91,6,0.436,1,call_center,58,0
CLM5674,property,Kitchen fire caused smoke damage to walls and ceiling.,9887.74,26,0,0.0,608,54,0.75,4,0.51,1,agent,46,0
CLM5675,property,Break-in resulted in stolen electronics and damaged front door.,3440.88,70,2,3214.95,136,9,0.87,4,0.566,0,agent,38,0
CLM5676,property,"Tree fell on the garage during high winds, structural damage reported.",1680.93,13,0,175.07,770,25,0.56,4,0.02,1,call_center,63,0
CLM5677,health,"Physiotherapy sessions following a fracture, claiming session costs.",2005.27,78,1,958.58,841,56,0.94,8,0.66,0,online,47,0
CLM5678,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",936.31,113,0,313.22,84,0,0.88,6,0.478,1,agent,62,0
CLM5679,auto,"Collision on the highway, front end damage and airbag deployed.",7780.47,44,1,2107.31,284,10,0.95,2,0.05,1,online,20,0
CLM5680,property,Break-in resulted in stolen electronics and damaged front door.,8373.28,19,0,0.0,747,6,0.89,5,0.107,1,call_center,41,0
CLM5681,travel,Personal belongings stolen from hotel room during vacation.,708.96,63,1,2760.94,984,2,0.9,7,0.157,0,online,21,0
CLM5682,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1127.19,42,1,961.4,765,34,0.85,4,0.617,1,online,20,0
CLM5683,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",624.01,77,0,16.75,407,23,0.7,4,0.725,1,online,58,0
CLM5684,auto,Windshield cracked by a falling branch during a storm.,2858.06,56,0,0.0,884,35,0.39,1,0.238,0,call_center,53,1
CLM5685,property,"Roof damaged during a storm, water leaking into the attic.",8898.41,87,1,1496.86,547,34,0.82,4,0.396,0,call_center,30,0
CLM5686,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",704.04,31,1,1668.81,737,3,0.54,3,0.219,1,agent,72,0
CLM5687,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1221.82,23,0,105.91,460,24,0.81,4,0.225,1,online,23,0
CLM5688,property,Break-in resulted in stolen electronics and damaged front door.,3208.28,57,0,808.0,679,7,1.0,2,0.229,1,call_center,35,0
CLM5689,health,"Physiotherapy sessions following a fracture, claiming session costs.",2567.86,78,0,341.32,573,10,0.75,4,0.374,1,online,55,0
CLM5690,property,Pipe burst in the basement causing water damage to furniture.,3328.97,108,1,1417.55,546,20,0.64,4,0.375,1,call_center,55,0
CLM5691,auto,"Collision on the highway, front end damage and airbag deployed.",5437.06,48,0,0.0,644,7,0.85,3,0.558,1,agent,24,0
CLM5692,property,"Tree fell on the garage during high winds, structural damage reported.",50.0,61,0,3.51,328,20,0.95,6,0.01,0,call_center,32,0
CLM5693,property,"Tree fell on the garage during high winds, structural damage reported.",8709.75,68,0,0.0,9,27,0.94,4,0.263,1,call_center,55,0
CLM5694,property,Kitchen fire caused smoke damage to walls and ceiling.,4940.08,45,1,1763.71,612,52,0.52,3,0.139,1,call_center,48,1
CLM5695,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",2371.51,113,0,711.69,99,44,0.99,1,0.818,0,online,25,1
CLM5696,property,Pipe burst in the basement causing water damage to furniture.,6183.4,86,0,180.61,333,25,0.74,3,0.525,1,agent,56,0
CLM5697,health,Diagnostic tests and consultation fees for ongoing treatment.,2758.65,85,0,0.0,301,5,0.84,4,0.533,1,agent,54,0
CLM5698,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",1382.05,38,2,3088.95,98,51,0.77,4,0.618,0,agent,44,0
CLM5699,property,"Roof damaged during a storm, water leaking into the attic.",7860.74,2,0,0.0,955,22,1.0,6,0.572,0,online,52,1
CLM5700,property,Kitchen fire caused smoke damage to walls and ceiling.,4056.49,27,3,4794.03,606,34,1.0,6,0.263,0,call_center,68,1
CLM5701,health,Diagnostic tests and consultation fees for ongoing treatment.,826.35,56,0,0.0,898,41,1.0,8,0.607,1,online,19,0
CLM5702,travel,Personal belongings stolen from hotel room during vacation.,590.22,32,0,0.0,936,17,0.8,3,0.541,1,agent,27,0
CLM5703,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",963.76,32,1,1585.5,484,49,0.85,5,0.303,0,call_center,54,1
CLM5704,property,"Tree fell on the garage during high winds, structural damage reported.",3476.22,67,0,1.68,516,1,0.78,4,0.313,1,online,52,0
CLM5705,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",74.25,83,0,0.0,503,50,0.99,5,0.334,1,online,38,1
CLM5706,property,Break-in resulted in stolen electronics and damaged front door.,5289.13,65,0,0.0,150,28,0.97,6,0.236,0,call_center,62,0
CLM5707,property,"Roof damaged during a storm, water leaking into the attic.",8097.69,36,1,1983.44,449,59,1.0,7,0.447,1,call_center,52,0
CLM5708,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4606.61,73,0,217.84,337,31,0.96,5,0.411,1,call_center,45,0
CLM5709,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",5761.69,18,0,0.0,693,7,0.93,7,0.481,1,call_center,37,0
CLM5710,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",2662.65,45,0,146.4,162,4,1.0,9,0.451,0,call_center,19,0
CLM5711,travel,Luggage lost by the airline during an international transfer.,1330.12,104,1,2169.77,716,36,0.9,4,0.238,1,call_center,43,0
CLM5712,auto,Vehicle stolen from the parking lot overnight.,7586.12,69,1,1436.6,834,5,0.81,6,0.311,1,call_center,33,0
CLM5713,property,Break-in resulted in stolen electronics and damaged front door.,2105.09,88,0,0.0,910,34,0.75,4,0.528,1,agent,70,0
CLM5714,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",5692.72,107,0,613.58,238,23,0.86,5,0.432,1,call_center,27,0
CLM5715,auto,Side mirror and door dented in a parking lot accident.,2387.43,25,0,454.02,262,14,0.8,4,0.466,1,online,32,0
CLM5716,property,"Tree fell on the garage during high winds, structural damage reported.",9316.06,94,0,0.0,767,10,1.0,4,0.541,1,agent,59,0
CLM5717,travel,Personal belongings stolen from hotel room during vacation.,1406.33,105,0,708.45,261,58,0.76,3,0.261,0,online,57,0
CLM5718,property,"Tree fell on the garage during high winds, structural damage reported.",5521.34,102,0,132.48,97,9,0.87,6,0.472,1,online,47,0
CLM5719,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",898.81,9,0,69.65,172,27,0.79,5,0.029,1,online,55,0
CLM5720,health,Diagnostic tests and consultation fees for ongoing treatment.,3139.76,8,1,1365.69,121,6,1.0,5,0.625,0,agent,18,0
CLM5721,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2584.28,20,1,2042.94,33,17,0.8,5,0.311,1,agent,58,0
CLM5722,property,Break-in resulted in stolen electronics and damaged front door.,1390.02,85,0,0.0,597,27,0.55,2,0.626,0,call_center,49,0
CLM5723,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",3125.65,57,1,1730.31,688,36,0.82,5,0.285,0,call_center,42,0
CLM5724,health,"Underwent emergency surgery after an accident, submitting hospital bills.",331.08,52,0,0.0,702,5,1.0,6,0.263,1,online,59,0
CLM5725,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1528.87,80,1,2431.4,62,54,0.81,4,0.852,1,agent,45,1
CLM5726,auto,Side mirror and door dented in a parking lot accident.,5097.54,9,1,1895.32,514,55,1.0,8,0.527,1,online,28,0
CLM5727,auto,Side mirror and door dented in a parking lot accident.,3661.02,104,0,78.82,62,39,0.85,0,0.448,0,online,73,1
CLM5728,property,"Roof damaged during a storm, water leaking into the attic.",2526.23,95,0,193.88,693,42,0.82,7,0.444,0,online,57,0
CLM5729,property,Pipe burst in the basement causing water damage to furniture.,9169.6,60,0,0.0,127,38,0.79,3,0.582,1,online,58,0
CLM5730,health,"Underwent emergency surgery after an accident, submitting hospital bills.",96.12,16,0,531.13,178,10,0.77,3,0.01,1,agent,73,0
CLM5731,travel,Luggage lost by the airline during an international transfer.,227.82,2,0,273.96,809,24,0.98,6,0.477,0,agent,28,1
CLM5732,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1617.33,40,1,1524.01,624,22,0.61,0,0.295,1,agent,41,0
CLM5733,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",2652.23,10,0,0.0,363,29,0.84,6,0.576,0,agent,31,0
CLM5734,travel,Personal belongings stolen from hotel room during vacation.,410.54,78,1,1838.99,90,41,0.89,5,0.736,1,online,36,0
CLM5735,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",2421.02,23,1,1715.89,990,38,1.0,6,0.436,1,agent,22,0
CLM5736,travel,Personal belongings stolen from hotel room during vacation.,1524.87,66,0,710.62,43,24,0.94,4,0.153,0,agent,60,0
CLM5737,health,Diagnostic tests and consultation fees for ongoing treatment.,2970.0,30,0,104.31,286,54,0.8,4,0.381,0,online,63,1
CLM5738,auto,"Collision on the highway, front end damage and airbag deployed.",3005.43,83,2,3978.19,10,39,0.65,5,0.477,0,online,69,1
CLM5739,auto,"Collision on the highway, front end damage and airbag deployed.",5467.54,95,1,1171.49,287,52,0.78,6,0.671,1,online,41,0
CLM5740,auto,Side mirror and door dented in a parking lot accident.,1234.37,67,0,910.67,327,42,0.68,2,0.072,1,agent,66,0
CLM5741,property,"Roof damaged during a storm, water leaking into the attic.",8241.04,109,0,402.04,404,53,1.0,4,0.017,0,call_center,61,0
CLM5742,travel,Luggage lost by the airline during an international transfer.,1044.48,114,1,199.72,160,15,0.95,8,0.313,1,online,57,0
CLM5743,auto,Windshield cracked by a falling branch during a storm.,4391.77,13,0,223.27,324,18,0.87,6,0.182,1,call_center,27,0
CLM5744,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",411.43,71,1,2878.69,909,28,0.67,4,0.645,1,agent,23,0
CLM5745,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",1993.66,108,0,44.06,563,35,1.0,5,0.053,1,agent,22,0
CLM5746,auto,Vehicle stolen from the parking lot overnight.,3940.7,82,0,274.59,999,8,0.77,4,0.01,1,agent,40,0
CLM5747,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",50.0,3,0,453.13,719,56,0.61,4,0.589,1,online,26,0
CLM5748,property,Kitchen fire caused smoke damage to walls and ceiling.,5662.46,38,0,354.7,97,8,0.76,6,0.506,0,agent,42,0
CLM5749,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1264.91,40,0,0.0,554,28,0.72,4,0.058,1,call_center,39,0
CLM5750,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",3724.56,96,0,0.0,643,21,0.68,3,0.298,1,call_center,41,0
CLM5751,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",998.33,72,2,3916.18,182,55,0.65,4,0.659,1,agent,73,0
CLM5752,property,"Roof damaged during a storm, water leaking into the attic.",2926.22,62,0,0.0,181,9,0.79,4,0.714,1,call_center,34,0
CLM5753,auto,"Collision on the highway, front end damage and airbag deployed.",2188.47,106,1,1759.08,288,22,1.0,5,0.359,1,online,49,0
CLM5754,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",413.69,9,0,379.8,867,25,0.63,5,0.278,1,call_center,19,0
CLM5755,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2745.85,109,1,968.52,340,1,0.97,6,0.655,1,call_center,54,0
CLM5756,health,Diagnostic tests and consultation fees for ongoing treatment.,1403.23,115,0,0.0,55,0,1.0,7,0.444,0,call_center,46,0
CLM5757,auto,Side mirror and door dented in a parking lot accident.,2288.91,28,1,980.08,806,43,0.66,4,0.605,1,online,40,0
CLM5758,health,"Prescribed medication for a chronic condition, claiming pharmacy expenses.",946.79,88,0,0.0,480,19,1.0,4,0.239,1,call_center,73,0
CLM5759,property,Break-in resulted in stolen electronics and damaged front door.,9538.5,13,0,0.0,600,41,0.91,6,0.074,0,call_center,51,0
CLM5760,health,"Underwent emergency surgery after an accident, submitting hospital bills.",3382.23,76,0,518.18,497,59,0.73,4,0.393,1,agent,62,0
CLM5761,health,"Underwent emergency surgery after an accident, submitting hospital bills.",1432.41,61,0,237.01,68,56,0.81,6,0.542,1,call_center,69,0
CLM5762,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",3549.92,79,3,5270.43,667,35,0.66,6,0.379,0,agent,44,1
CLM5763,health,Diagnostic tests and consultation fees for ongoing treatment.,2787.89,23,0,308.32,752,51,0.82,6,0.408,1,online,36,0
CLM5764,health,Diagnostic tests and consultation fees for ongoing treatment.,1474.99,106,1,1620.15,938,38,0.82,4,0.354,1,agent,32,0
CLM5765,property,"Tree fell on the garage during high winds, structural damage reported.",6246.54,79,1,1708.67,258,6,0.82,2,0.177,1,agent,72,0
CLM5766,property,Kitchen fire caused smoke damage to walls and ceiling.,4747.32,114,1,2525.72,864,15,0.95,3,0.428,0,online,31,0
CLM5767,property,Break-in resulted in stolen electronics and damaged front door.,8957.04,12,2,3924.72,318,11,0.83,5,0.834,0,online,55,0
CLM5768,auto,"Collision on the highway, front end damage and airbag deployed.",3022.05,38,1,1440.94,218,51,0.92,8,0.464,1,call_center,60,0
CLM5769,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",862.5,104,0,50.85,234,8,0.88,3,0.207,0,online,51,0
CLM5770,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1014.69,94,1,1764.63,706,27,0.82,7,0.557,1,call_center,38,0
CLM5771,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",1750.77,43,2,3551.0,926,48,0.81,3,0.058,1,online,64,1
CLM5772,auto,"Collision on the highway, front end damage and airbag deployed.",3796.21,88,0,588.86,36,31,1.0,6,0.023,0,agent,22,1
CLM5773,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",5789.56,90,0,340.86,106,44,0.99,9,0.528,0,agent,42,1
CLM5774,auto,Vehicle stolen from the parking lot overnight.,947.48,84,0,359.73,475,56,0.87,3,0.629,1,agent,65,0
CLM5775,travel,Personal belongings stolen from hotel room during vacation.,1099.18,19,1,1429.68,109,59,0.82,9,0.562,0,call_center,66,0
CLM5776,health,"Hospitalized for three days due to severe chest pain, requesting reimbursement for treatment.",3446.71,22,0,1018.1,595,28,0.74,6,0.347,1,call_center,71,0
CLM5777,property,Break-in resulted in stolen electronics and damaged front door.,6520.08,86,0,0.0,691,46,0.64,3,0.112,0,agent,48,1
CLM5778,property,"Roof damaged during a storm, water leaking into the attic.",10154.37,108,1,2113.72,492,5,0.88,5,0.465,1,online,18,0
CLM5779,property,Kitchen fire caused smoke damage to walls and ceiling.,9673.59,69,1,1965.94,950,49,0.69,3,0.348,1,call_center,68,0
CLM5780,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",1274.5,115,1,1891.05,579,54,0.93,6,0.541,0,agent,30,0
CLM5781,health,"Underwent emergency surgery after an accident, submitting hospital bills.",2473.36,84,1,2233.71,597,19,1.0,7,0.227,0,online,62,0
CLM5782,health,"Underwent emergency surgery after an accident, submitting hospital bills.",50.0,82,0,0.0,211,4,1.0,4,0.596,0,online,61,0
CLM5783,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",2741.1,115,3,5219.58,784,51,0.97,5,0.646,0,call_center,58,1
CLM5784,travel,"Delayed flight caused missed prepaid tour, requesting compensation.",625.62,98,0,233.98,715,13,1.0,2,0.01,0,agent,72,0
CLM5785,auto,"Collision on the highway, front end damage and airbag deployed.",3309.15,114,2,4491.21,771,2,0.44,3,0.01,1,online,53,0
CLM5786,property,"Roof damaged during a storm, water leaking into the attic.",6342.92,86,1,2287.49,939,22,1.0,5,0.01,1,online,58,0
CLM5787,property,Break-in resulted in stolen electronics and damaged front door.,7539.05,37,1,2056.94,172,34,0.65,2,0.545,1,call_center,42,0
CLM5788,property,"Roof damaged during a storm, water leaking into the attic.",4421.32,6,0,0.0,722,54,0.69,5,0.526,1,online,26,0
CLM5789,travel,Luggage lost by the airline during an international transfer.,740.09,36,1,2787.46,369,14,0.81,6,0.258,1,agent,30,0
CLM5790,auto,Vehicle stolen from the parking lot overnight.,1297.43,40,1,2205.66,891,19,0.68,2,0.555,1,call_center,22,0
CLM5791,auto,"Collision on the highway, front end damage and airbag deployed.",1778.02,111,1,2629.32,590,38,0.75,5,0.536,1,online,49,0
CLM5792,auto,"My car was hit while parked outside my house, bumper and headlight damaged.",4039.83,72,1,2739.08,429,19,1.0,9,0.477,1,online,33,0
CLM5793,health,Diagnostic tests and consultation fees for ongoing treatment.,1867.67,82,1,1572.42,589,14,0.8,4,0.438,0,online,51,0
CLM5794,property,"Tree fell on the garage during high winds, structural damage reported.",4503.2,86,2,4385.6,352,45,0.93,3,0.192,0,online,23,0
CLM5795,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",663.24,84,1,1671.01,614,22,1.0,7,0.236,1,agent,22,0
CLM5796,health,"Physiotherapy sessions following a fracture, claiming session costs.",1819.84,113,1,1665.3,564,11,0.78,3,0.766,1,call_center,22,0
CLM5797,travel,Luggage lost by the airline during an international transfer.,798.91,64,1,1985.78,997,46,0.87,4,0.556,1,agent,36,0
CLM5798,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1327.99,117,1,1751.57,472,31,0.8,4,0.379,0,call_center,38,0
CLM5799,travel,"Trip cut short due to a medical emergency abroad, claiming unused bookings.",1184.51,8,1,2781.21,758,50,1.0,5,0.251,0,online,60,0
CLM5800,property,Pipe burst in the basement causing water damage to furniture.,5740.72,25,1,2306.98,597,6,0.86,3,0.229,1,agent,54,0
CLM5801,property,Break-in resulted in stolen electronics and damaged front door.,4639.71,93,1,1743.85,413,27,0.78,3,0.254,0,agent,61,0
CLM5802,travel,"Flight cancelled last minute, requesting reimbursement for missed connection costs.",1358.85,83,0,0.0,958,43,1.0,5,0.521,0,call_center,46,0
